Source,Target
JOI:D' R D R' U R' F R2 D' R' D R' F' R U',JRI:R D R' U R' F R2 D' R' D R' F' R U' D'
JOM:R B R' U2 D R' D' R U' R' D R U' D' R B' R',XQW:R2 B R' U2 D R' D' R U' R' D R U' D' R B' R2
JON:R' D F' R D' R' D F D' R D R' D' R,XQM:D F' R D' R' D F D' R D R' D'
JOR:R B R' U R D R' U' R D' B' R',JRO:R B D R' U R D' R' U' R B' R'
JOS:R' B R U2 R' D' R U2 R' D B' R,JSO:R' B D' R U2 R' D R U2 R' B' R
JOS:R' B R U2 R' D' R U2 R' D B' R,JZD:U2 R' D' R U2 R' D R
JOT:U' R' U R2 D' R2 U' R U R2 D R2,JTO:R2 D' R2 U' R' U R2 D R2 U' R U
JOW:R B R' U2 R' D R U' R' D' R U' R B' R',JWO:R B R' U R' D R U R' D' R U2 R B' R'
JOW:R B R' U2 R' D R U' R' D' R U' R B' R',XQN:R2 B R' U2 R' D R U' R' D' R U' R B' R2
JOX:R U' R' U' R D' R' U2 R D R' U' R U R',JXO:R U' R' U R D' R' U2 R D R' U R U R'
JOY:R2 U' R' U R D' R' U' R U D R2,JRM:D R2 U' R' U R D' R' U' R U D R2 D'
JOY:R2 U' R' U R D' R' U' R U D R2,JYO:R2 U' D' R' U R D R' U' R U R2
JOZ:R U' R D' R' U R D R2,XPM:F' R U' R D' R' U R D R2 F
JOZ:R U' R D' R' U R D R2,JRN:D R U' R D' R' U R D R2 D'
JOZ:R U' R D' R' U R D R2,JZO:R2 D' R' U' R D R' U R'
JPA:U2 D' R D R' U R D' R' U D,JSA:U2 R D R' U R D' R' U
JPB:R' F R D' R D R2 F' R U' R D' R' U D,JWQ:R D' R D R2 F' R U' R D' R' U D R' F
JPD:U D' R D R' U2 R D' R' U D,JSD:U R D R' U2 R D' R' U
JPG:D' R D R' U' R D' R' U D,JZQ:R D' R D R' U' R D' R' U D R'
JPG:D' R D R' U' R D' R' U D,JSG:R D R' U' R D' R' U
JPH:U R2 D' R2 U' R U R2 D R2 U' R',XTO:R2 U R2 D' R2 U' R U R2 D R2 U' R
JPI:U' R' U R D' R' U2 R D R' U R U,JXO:R U' R' U R D' R' U2 R D R' U R U R'
JPM:U' R B R2 D R U R' D' R U' R B' R' U,XOW:R U' R B R2 D R U R' D' R U' R B' R' U R'
JPN:R' F' R U' D' R D R' U R D' R' D R' F R,XOM:F' R U' D' R D R' U R D' R' D R' F
JPR:U' R' U R2 D' R' U2 R D R' U2 R' U' R U,JRP:U' R' U R U2 R D' R' U2 R D R2 U' R U
JPS:U' D' R' U' R D R' U R U,JSP:U' R' U' R D' R' U R U D
JPT:U R' D' R D R' U2 R D' R' U2 D R U',JTP:U R' U2 D' R D R' U2 R D' R' D R U'
JPW:U R' F R U2 R D' R' U2 R D R2 F' R U',JWP:U R' F R2 D' R' U2 R D R' U2 R' F' R U'
JPX:U' D' R2 D R U R' D' R U' R U D,JSW:U' R2 D R U R' D' R U' R U
JPX:U' D' R2 D R U R' D' R U' R U D,JXP:U' D' R' U R' D R U' R' D' R2 U D
JPX:U' D' R2 D R U R' D' R U' R U D,XOS:R U' D' R2 D R U R' D' R U' R U D R'
JPY:D' R' U D R U R' D' R U' R' U' R D,JSM:R' U D R U R' D' R U' R' U' R
JPY:D' R' U D R U R' D' R U' R' U' R D,JYP:D' R' U R U R' D R U' R' U' D' R D
JPZ:U' R B R2 D' R U R' D R U' R B' R' U,JZP:U' R B R' U R' D' R U' R' D R2 B' R' U
JQA:U2 R D' R' U R D R' U,JTA:U2 D R D' R' U R D R' U D'
JQB:R U2 D' R D R' U2 R D' R' D R',XNP:F2 R U2 D' R D R' U2 R D' R' D R' F2
JQD:U R D' R' U2 R D R' U,JTD:U D R D' R' U2 R D R' U D'
JQG:R D' R' U' R D R' U,JTG:D R D' R' U' R D R' U D'
JQG:R D' R' U' R D R' U,JZO:R2 D' R' U' R D R' U R'
JQI:U R2 D' R' U2 R D R' U2 R' U',JTI:U D R2 D' R' U2 R D R' U2 R' U' D'
JQM:R' D F' D' R D R' F R D',XPW:D F' D' R D R' F R D' R'
JQM:R' D F' D' R D R' F R D',XON:R U' R2 D F' D' R D R' F R D' R U R'
JQN:R' F' R U' R D' R' U R D R2 F R,XPM:F' R U' R D' R' U R D R2 F
JQR:R D' R2 D R U R' D' R U' R D R',JRQ:R D' R' U R' D R U' R' D' R2 D R'
JQS:R' U R2 D' R' U' R D R' U R' U' R,JSQ:R' U R U' R D' R' U R D R2 U' R
JQS:R' U R2 D' R' U' R D R' U R' U' R,JTY:D R' U R2 D' R' U' R D R' U R' U' R D'
JQT:U D' R' U2 R D R' U2 R U',JTQ:U R' U2 R D' R' U2 R U' D
JQW:F' R U' D' R D R' U R' F R2 D' R' D R',JRI:R D R' U R' F R2 D' R' D R' F' R U' D'
JQW:F' R U' D' R D R' U R' F R2 D' R' D R',JWQ:R D' R D R2 F' R U' R D' R' U D R' F
JQX:R U' R' U' D' R D R' U2 R D' R' U' D R U R',JXQ:R U' R' U D' R D R' U2 R D' R' U D R U R'
JQY:U R U' R D' R' U' R D R' U2 R' U',JYQ:U R U2 R D' R' U R D R' U R' U'
JQZ:R U' D' R D R' U R D' R' D R',XOM:F' R U' D' R D R' U R D' R' D R' F
JQZ:R U' D' R D R' U R D' R' D R',JZQ:R D' R D R' U' R D' R' U D R'
JRW:U R' F R U2 R D R' U2 R D' R2 F' R U',JWR:U R' F R2 D R' U2 R D' R' U2 R' F' R U'
JRX:R U' R' U' D R D' R' U2 R D R' U' D' R U R',JXR:R U' R' U D R D' R' U2 R D R' U D' R U R'
JRY:U R D' R' D R U' R' D' R U D R' U',JYR:U R U' D' R' D R U R' D' R D R' U'
JRZ:D R U' R D' R' U R D R' U R' D' R U' R',JZR:R U R' D R U' R D' R' U' R D R' U R' D'
JRZ:D R U' R D' R' U R D R' U R' D' R U' R',JXA:U' R' D R U' R D' R' U R D R' U R' D' R
JSF:R' U R' D' R U R' D R U2 R,XTQ:R2 B R' U R' D' R U R' D R U2 R B' R2
JSM:R' U D R U R' D' R U' R' U' R,XNR:R' U R' U D R U R' D' R U' R' U' R U' R
JSQ:R' U R U' R D' R' U R D R2 U' R,JYT:D R' U R U' R D' R' U R D R2 U' R D'
JSW:U' R2 D R U R' D' R U' R U,JWS:U' R' U R' D R U' R' D' R2 U
JSX:R U' D' R2 D R U2 R' D' R U2 R U D R',JXS:R U' D' R' U2 R' D R U2 R' D' R2 U D R'
JSY:U D' R U' R' D R U R' U',JYM:U R U' R' D R U R' U' D'
JSY:U D' R U' R' D R U R' U',JYS:U R U' R' D' R U R' U' D
JSZ:R D' R' D R U R' D' R U' D R',JZS:R U D' R' D R U' R' D' R D R'
JTB:R U' R' D' R U2 R' D R U' R',JWA:R2 F R U' R' D' R U2 R' D R U' R' F' R2
JTB:R U' R' D' R U2 R' D R U' R',JZB:D R U' R' D' R U2 R' D R U' R' D'
JTC:R2 U' R' U R' D' R U' R' D R2 U R2,JZT:R U R' D' R U' R' D
JTC:R2 U' R' U R' D' R U' R' D R2 U R2,JZG:U R' D' R U' R' D R
JTE:R U2 R' D' R U' R' D R U' R',JZE:D R U2 R' D' R U' R' D R U' R' D'
JTW:U' R2 U D R U' R' D' R U R' U' R2 U,JWT:U' R2 U R U' R' D R U R' U' D' R2 U
JTX:R U' R' U' R D R' U2 R D' R' U' R U R',JXT:R U' R' U R D R' U2 R D' R' U R U R'
JTY:D R' U R2 D' R' U' R D R' U R' U' R D',JYT:D R' U R U' R D' R' U R D R2 U' R D'
JTZ:D' R U R' D R U' R',JZF:R B' R2 D' R U R' D R U' R B R'
JTZ:D' R U R' D R U' R',JZN:R U R' D R U' R' D'
JTZ:D' R U R' D R U' R',JZT:R U R' D' R U' R' D
JTZ:D' R U R' D R U' R',WPT:R D' R2 D R U R' D R U' R' D2 R2 D R'
JWB:R U' D R' D' R U2 R' D R U' D' R',JXB:D' R U' D R' D' R U2 R' D R U' D' R' D
JWE:R U2 D R' D' R U' R' D R U' D' R',JXE:D' R U2 D R' D' R U' R' D R U' D' R' D
JWF:U' R' U' R' D R U R' D' R2 U,JXF:U' D' R' U' R' D R U R' D' R2 U D
JWH:R' U' R2 D R2 U R U' R2 D' R2 U,JYW:U' R2 D R2 U R U' R2 D' R2 U R'
JWH:R' U' R2 D R2 U R U' R2 D' R2 U,XTN:R U' R2 D R2 U R U' R2 D' R2 U R2
JWI:U' R' U2 R' D R U2 R' D' R2 U,JXN:R U' R' U2 R' D R U2 R' D' R2 U R'
JWI:U' R' U2 R' D R U2 R' D' R2 U,JXI:U' D' R' U2 R' D R U2 R' D' R2 U D
JWO:R B R' U R' D R U R' D' R U2 R B' R',XNQ:R2 B R' U R' D R U R' D' R U2 R B' R2
JWS:U' R' U R' D R U' R' D' R2 U,JXP:U' D' R' U R' D R U' R' D' R2 U D
JWX:R U' R' D R' D' R U2 R' D R U2 D' R U R',JXW:R U' R' U2 D R' D' R U2 R' D R D' R U R'
JWY:R U' R2 D R2 U R' U' R2 D' R2 U,JYW:U' R2 D R2 U R U' R2 D' R2 U R'
JWY:R U' R2 D R2 U R' U' R2 D' R2 U,XNT:R2 U' R2 D R2 U R' U' R2 D' R2 U R'
JWZ:R D R' D' R U R' D R U' D' R',JZW:R U D R' D' R U' R' D R D' R'
JXG:U R' D R U' R D' R' U' R D R' U R' D' R,JZR:R U R' D R U' R D' R' U' R D R' U R' D'
JXI:U' D' R' U2 R' D R U2 R' D' R2 U D,JXS:R U' D' R' U2 R' D R U2 R' D' R2 U D R'
JXM:U' R' D R U' R D' R' U R D R2 D' R U,XSW:R U' R' D R U' R D' R' U R D R2 D' R U R'
JXP:U' D' R' U R' D R U' R' D' R2 U D,XSO:R U' D' R' U R' D R U' R' D' R2 U D R'
JXT:R U' R' U R D R' U2 R D' R' U R U R',JYI:U' R' U R D R' U2 R D' R' U R U
JYG:U D' R' D R U' R' D' R D,JZS:R U D' R' D R U' R' D' R D R'
JYN:R' F' R D' R' D F D' R D,XTM:F' R D' R' D F D' R D R'
JYS:U R U' R' D' R U R' U' D,JZH:R' U R U' R' D' R U R' U' D R
JYW:U' R2 D R2 U R U' R2 D' R2 U R',XTN:R U' R2 D R2 U R U' R2 D' R2 U R2
JZG:U R' D' R U' R' D R,JZT:R U R' D' R U' R' D
JZM:U' R U' R' U R' D R U' R' D' R2 U R' U,XRW:R U' R U' R' U R' D R U' R' D' R2 U R' U R'
JZN:R U R' D R U' R' D',WPT:R D' R2 D R U R' D R U' R' D2 R2 D R'
JZO:R2 D' R' U' R D R' U R',XMP:F' R2 D' R' U' R D R' U R' F
JZQ:R D' R D R' U' R D' R' U D R',XMO:F' R D' R D R' U' R D' R' U D R' F
JZT:R U R' D' R U' R' D,WTP:R D' R2 D2 R U R' D' R U' R' D' R2 D R'
WOR:R' U R' F' R2 D' R' U' R D R' U R' F R U' R,WRO:R' U R' F' R U' R D' R' U R D R2 F R U' R
WOS:B R' U R' D R U' R' D' R2 B',WSO:B R2 D R U R' D' R U' R B'
WOT:R2 F' R U2 R D' R' U R D R' U R' F R2,WTO:R2 F' R U' R D' R' U' R D R' U2 R' F R2
WPR:R' U R2 D' B D R' D' R B' R' D R' U' R,WRP:R' U R D' R B R' D R D' B' D R2 U' R
WPR:R' U R2 D' B D R' D' R B' R' D R' U' R,WPS:D' B D R' D' R B' R' D R
WPS:D' B D R' D' R B' R' D R,WSP:R' D' R B R' D R D' B' D
WPS:D' B D R' D' R B' R' D R,XQR:B D R' D' R B' R' D R D'
WPT:R D' R2 D R U R' D R U' R' D2 R2 D R',WTP:R D' R2 D2 R U R' D' R U' R' D' R2 D R'
WQR:B R' U D R' D' R U' R' D R D' R B',WRQ:B R' D R' D' R U R' D R U' D' R B'
WQS:B2 R' D R' D' R U2 R' D R U2 D' R B2,WSQ:B2 R' U2 D R' D' R U2 R' D R D' R B2
WQT:R2 F' R U2 D' R D R' U R D' R' U D R' F R2,WTQ:R2 F' R U' D' R D R' U' R D' R' U2 D R' F R2
WRP:R' U R D' R B R' D R D' B' D R2 U' R,WSP:R' D' R B R' D R D' B' D
WSP:R' D' R B R' D R D' B' D,XRQ:D R' D' R B R' D R D' B'
XMO:F' R D' R D R' U' R D' R' U D R' F,XOM:F' R U' D' R D R' U R D' R' D R' F
XMP:F' R2 D' R' U' R D R' U R' F,XPM:F' R U' R D' R' U R D R2 F
XMQ:D R D' R' D F' D' R D R' F D',XMT:R D' R' D F' D' R D R' F
XMQ:D R D' R' D F' D' R D R' F D',XQM:D F' R D' R' D F D' R D R' D'
XMR:D' R D R' F' R D' R' D F,XTM:F' R D' R' D F D' R D R'
XMR:D' R D R' F' R D' R' D F,XRM:F' D' R D R' F R D' R' D
XMR:D' R D R' F' R D' R' D F,XWP:R D R' F' R D' R' D F D'
XMS:R' U D R U' R D' R' U R D R2 U' D' R,XSM:R' U D R2 D' R' U' R D R' U R' U' D' R
XMT:R D' R' D F' D' R D R' F,XRM:F' D' R D R' F R D' R' D
XMT:R D' R' D F' D' R D R' F,XTM:F' R D' R' D F D' R D R'
XNO:R U' R' D R' F' R D' R' D F D' R2 U R',XWP:R D R' F' R D' R' D F D'
XNO:R U' R' D R' F' R D' R' D F D' R2 U R',XON:R U' R2 D F' D' R D R' F R D' R U R'
XNP:F2 R U2 D' R D R' U2 R D' R' D R' F2,XPN:F2 R D' R D R' U2 R D' R' U2 D R' F2
XNQ:R2 B R' U R' D R U R' D' R U2 R B' R2,XQN:R2 B R' U2 R' D R U' R' D' R U' R B' R2
XNR:R' U R' U D R U R' D' R U' R' U' R U' R,XRN:R' U R' U R U R' D R U' R' U' D' R U' R
XNS:R D R2 U R2 U' R2 D' R2 U R2 U' R,XSN:R' U R2 U' R2 D R2 U R2 U' R2 D' R'
XNT:R2 U' R2 D R2 U R' U' R2 D' R2 U R',XTN:R U' R2 D R2 U R U' R2 D' R2 U R2
XON:R U' R2 D F' D' R D R' F R D' R U R',XPW:D F' D' R D R' F R D' R'
XOR:R' U R' U R U' R D' R' U R D R2 U' R U' R,XRO:R' U R' U R2 D' R' U' R D R' U R' U' R U' R
XOS:R U' D' R2 D R U R' D' R U' R U D R',XSO:R U' D' R' U R' D R U' R' D' R2 U D R'
XOT:R' U R2 D' R2 U' R' U R2 D R2 U' R2,XTO:R2 U R2 D' R2 U' R U R2 D R2 U' R
XOW:R U' R B R2 D R U R' D' R U' R B' R' U R',XWO:R U' R B R' U R' D R U' R' D' R2 B' R' U R'
XPR:R U' R U' R' U' R D' R' U R U D R' U R',XRP:R U' R U' D' R' U' R D R' U R U R' U R'
XPS:R' U R D' R' U R' D R U' R' D' R2 D R' U' R,XSP:R' U R D' R2 D R U R' D' R U' R D R' U' R
XPT:B R' D R D' B' D R' D' R,XTP:R' D R D' B D R' D' R B'
XPT:B R' D R D' B' D R' D' R,XRQ:D R' D' R B R' D R D' B'
XPW:D F' D' R D R' F R D' R',XRM:F' D' R D R' F R D' R' D
XPW:D F' D' R D R' F R D' R',XWP:R D R' F' R D' R' D F D'
XQM:D F' R D' R' D F D' R D R' D',XTM:F' R D' R' D F D' R D R'
XQR:B D R' D' R B' R' D R D',XRQ:D R' D' R B R' D R D' B'
XQR:B D R' D' R B' R' D R D',XTP:R' D R D' B D R' D' R B'
XQS:R U' R2 U R2 D' R2 U' R2 U R2 D R,XSQ:R' D' R2 U' R2 U R2 D R2 U' R2 U R'
XQT:R2 B R' U2 R' D' R U' R' D R U' R B' R2,XTQ:R2 B R' U R' D' R U R' D R U2 R B' R2
XQW:R2 B R' U2 D R' D' R U' R' D R U' D' R B' R2,XWQ:R2 B R' U D R' D' R U R' D R U2 D' R B' R2
XRW:R U' R U' R' U R' D R U' R' D' R2 U R' U R',XWR:R U' R U' R2 D R U R' D' R U' R U R' U R'
XSW:R U' R' D R U' R D' R' U R D R2 D' R U R',XWS:R U' R' D R2 D' R' U' R D R' U R' D' R U R'
XTW:R2 F' R U2 R D R' U R D' R' U R' F R2,XWT:R2 F' R U' R D R' U' R D' R' U2 R' F R2
