Source,Target
GCO:R' U' D' R D R' U' R D' R' U2 D R,GFA:R B' R' U' D' R D R' U' R D' R' U2 D R B R'
GCO:R' U' D' R D R' U' R D' R' U2 D R,GOC:R' U2 D' R D R' U R D' R' U D R
GCO:R' U' D' R D R' U' R D' R' U2 D R,JPE:U R' U' D' R D R' U' R D' R' U2 D R U'
GCP:R' U' R D' R' U' R D R' U2 R,JAQ:U' R D' R' U' R D R' U2
GCP:R' U' R D' R' U' R D R' U2 R,JFP:U' R' U' R D' R' U' R D R' U2 R U
GCP:R' U' R D' R' U' R D R' U2 R,GCS:D R' U' R D' R' U' R D R' U2 R D'
GCP:R' U' R D' R' U' R D R' U2 R,GPC:R' U2 R D' R' U R D R' U R
GCQ:U' R U R D' R' U' R D R2 U,JOE:R U R D' R' U' R D R2
GCQ:U' R U R D' R' U' R D R2 U,GOB:U R U R D' R' U' R D R2 U'
GCQ:U' R U R D' R' U' R D R2 U,GQC:U' R2 D' R' U R D R' U' R' U
GCR:D R' U' D' R D R' U' R D' R' U2 D R D',GRC:D R' U2 D' R D R' U R D' R' U D R D'
GCS:D R' U' R D' R' U' R D R' U2 R D',GSC:D R' U2 R D' R' U R D R' U R D'
GCT:R' U' R2 D R' U R D' R' U' R' U R,JEG:R2 D R' U R D' R' U' R'
GCT:R' U' R2 D R' U R D' R' U' R' U R,GTC:R' U' R U R D R' U' R D' R2 U R
GCT:R' U' R2 D R' U R D' R' U' R' U R,JFT:U' R' U' R2 D R' U R D' R' U' R' U R U
GCW:R2 D R U' R' D' R U R,JAM:R' D R U' R' D' R U
GCW:R2 D R U' R' D' R U R,JFW:U' R2 D R U' R' D' R U R U
GCW:R2 D R U' R' D' R U R,JME:U R2 D R U' R' D' R U R U'
GCW:R2 D R U' R' D' R U R,GCX:D' R2 D R U' R' D' R U R D
GCW:R2 D R U' R' D' R U R,GWC:R' U' R' D R U R' D' R2
GCW:R2 D R U' R' D' R U R,JMT:R F R2 D R U' R' D' R U R F' R'
GCX:D' R2 D R U' R' D' R U R D,JFX:U' D' R2 D R U' R' D' R U R U D
GCX:D' R2 D R U' R' D' R U R D,GXC:D' R' U' R' D R U R' D' R2 D
GCX:D' R2 D R U' R' D' R U R D,JAR:R D' R2 D R U' R' D' R U R D R'
GCY:R' U' R D R' U' R D' R' U2 R,JAS:U' R D R' U' R D' R' U2
GCY:R' U' R D R' U' R D' R' U2 R,GYC:R' U2 R D R' U R D' R' U R
GCY:R' U' R D R' U' R D' R' U2 R,GZB:R U' R D R' U' R D' R' U2 R'
GCY:R' U' R D R' U' R D' R' U2 R,JFY:U' R' U' R D R' U' R D' R' U2 R U
GCZ:R' U' D R D' R' U' R D R' U2 D' R,JAT:U' D R D' R' U' R D R' U2 D'
GCZ:R' U' D R D' R' U' R D R' U2 D' R,GZC:R' U2 D R D' R' U R D R' U D' R
GDB:U R U R D R' U' R D' R2 U',JGE:R U R D R' U' R D' R2
GDC:U R2 D' R U2 R' D R U2 R U',JGF:R2 D' R U2 R' D R U2 R
GDC:U R2 D' R U2 R' D R U2 R U',JIA:U' R2 D' R U2 R' D R U2 R U
GDM:U R' D R U R' D' R U2,JEN:R U R' D R U R' D' R U2 R'
GDM:U R' D R U R' D' R U2,JMA:U' R' D R U R' D' R
GDM:U R' D R U R' D' R U2,GDY:U D' R' D R U R' D' R U2 D
GDM:U R' D R U R' D' R U2,GMD:U2 R' D R U' R' D' R U'
GDM:U R' D R U R' D' R U2,JGM:R' D R U R' D' R U'
GDN:U D R' D' R U R' D R U2 D',GDZ:U R' D' R U R' D R U2
GDN:U D R' D' R U R' D R U2 D',JEW:R U D R' D' R U R' D R U2 D' R'
GDN:U D R' D' R U R' D R U2 D',GND:U2 D R' D' R U' R' D R U' D'
GDN:U D R' D' R U R' D R U2 D',JGN:D R' D' R U R' D R U' D'
GDN:U D R' D' R U R' D R U2 D',JNA:U' D R' D' R U R' D R D'
GDO:R2 B' R' U' R D R' U2 R D' R' U' R B R2,GFY:R' U' R D R' U2 R D' R' U' R
GDO:R2 B' R' U' R D R' U2 R D' R' U' R B R2,GOD:R2 B' R' U R D R' U2 R D' R' U R B R2
GDP:D' R D R' U R D' R' U' D,JEQ:R D' R D R' U R D' R' U' D R'
GDP:D' R D R' U R D' R' U' D,GDS:R D R' U R D' R' U'
GDP:D' R D R' U R D' R' U' D,JGP:U' D' R D R' U R D' R' D
GDP:D' R D R' U R D' R' U' D,JPA:U2 D' R D R' U R D' R' U D
GDP:D' R D R' U R D' R' U' D,GPD:U D' R D R' U' R D' R' D
GDQ:R D' R' U R D R' U',JGQ:U' R D' R' U R D R'
GDQ:R D' R' U R D R' U',JQA:U2 R D' R' U R D R' U
GDQ:R D' R' U R D R' U',GDT:D R D' R' U R D R' U' D'
GDQ:R D' R' U R D R' U',GQD:U R D' R' U' R D R'
GDQ:R D' R' U R D R' U',JEO:R2 D' R' U R D R' U' R'
GDQ:R D' R' U R D R' U',GWA:R U D R' D' R' U R D R' U' R2 U' D' R'
GDR:R D' R' U R' D R U R' D' R U' R D R' U',JGR:U' R D' R' U R' D R U R' D' R U' R D R'
GDR:R D' R' U R' D R U R' D' R U' R D R' U',GRD:U R D' R' U R' D R U' R' D' R U' R D R'
GDR:R D' R' U R' D R U R' D' R U' R D R' U',JEI:R2 D' R' U R' D R U R' D' R U' R D R' U' R'
GDR:R D' R' U R' D R U R' D' R U' R D R' U',GSX:R' U' R D' R' U R' D R U R' D' R U' R D
GDS:R D R' U R D' R' U',JGS:U' R D R' U R D' R'
GDS:R D R' U R D' R' U',JSA:U2 R D R' U R D' R' U
GDS:R D R' U R D' R' U',GSD:U R D R' U' R D' R'
GDS:R D R' U R D' R' U',JEG:R2 D R' U R D' R' U' R'
GDT:D R D' R' U R D R' U' D',JGT:U' D R D' R' U R D R' D'
GDT:D R D' R' U R D R' U' D',GTD:U D R D' R' U' R D R' D'
GDT:D R D' R' U R D R' U' D',JTA:U2 D R D' R' U R D R' U D'
GDT:D R D' R' U R D R' U' D',JEH:R D R D' R' U R D R' U' D' R'
GDW:R F' D R' U R D' R' U' R F R',GWD:R F' R' U R D R' U' R D' F R'
GDX:R' D R2 D' R' U R D R' U' R' D' R,JER:D R2 D' R' U R D R' U' R' D'
GDX:R' D R2 D' R' U R D R' U' R' D' R,GXD:R' D R U R D' R' U' R D R2 D' R
GDY:U D' R' D R U R' D' R U2 D,GYD:U2 D' R' D R U' R' D' R U' D
GDY:U D' R' D R U R' D' R U2 D,JES:R U D' R' D R U R' D' R U2 D R'
GDY:U D' R' D R U R' D' R U2 D,JGY:D' R' D R U R' D' R U' D
GDY:U D' R' D R U R' D' R U2 D,JYA:U' D' R' D R U R' D' R D
GDZ:U R' D' R U R' D R U2,JET:R U R' D' R U R' D R U2 R'
GDZ:U R' D' R U R' D R U2,JZA:U' R' D' R U R' D R
GDZ:U R' D' R U R' D R U2,GZD:U2 R' D' R U' R' D R U'
GDZ:U R' D' R U R' D R U2,JGZ:R' D' R U R' D R U'
GDZ:U R' D' R U R' D R U2,JSF:R' U R' D' R U R' D R U2 R
GEA:U R' D' R' D R U2 R' D' R U2 D R U',JHD:R' D' R' D R U2 R' D' R U2 D R
GEB:R U R D R' U R D' R' U2 R',GEC:R' U R U R D R' U R D' R' U2 R' U' R
GEM:U R' U D R U' R' D' R U R' U' R U',JHM:R' U D R U' R' D' R U R' U' R
GEM:U R' U D R U' R' D' R U R' U' R U',GME:U R' U R U' R' D R U R' U' D' R U'
GEM:U R' U D R U' R' D' R U R' U' R U',JWC:U' R' U D R U' R' D' R U R' U' R U
GEN:U2 R' U' R U R' D R U' R' U D' R U2,JMC:R' U' R U R' D R U' R' U D' R
GEN:U2 R' U' R U R' D R U' R' U D' R U2,GNE:U2 R' U' D R U R' D' R U' R' U R U2
GEO:U R U' R' U R D' R' U' R U D R' U',JHO:R U' R' U R D' R' U' R U D R'
GEO:U R U' R' U R D' R' U' R U D R' U',GOE:U R U' D' R' U R D R' U' R U R' U'
GEO:U R U' R' U R D' R' U' R U D R' U',JQC:U' R U' R' U R D' R' U' R U D R' U
GEP:D' R U D R' U' R D' R' U R U' R' D,GES:R U D R' U' R D' R' U R U' R'
GEP:D' R U D R' U' R D' R' U R U' R' D,GPE:D' R U R' U' R D R' U R U' D' R' D
GEP:D' R U D R' U' R D' R' U R U' R' D,JFQ:R D' R U D R' U' R D' R' U R U' R' D R'
GEQ:R U D' R' U' R D R' U R U' R',GET:D R U D' R' U' R D R' U R U' R' D'
GEQ:R U D' R' U' R D R' U R U' R',GQE:R U R' U' R D' R' U R U' D R'
GEQ:R U D' R' U' R D R' U R U' R',JPC:U2 R U D' R' U' R D R' U R U' R' U2
GER:R' U R2 D R' U2 R D' R' U2 R' U' R,JFI:U R2 D R' U2 R D' R' U2 R' U'
GER:R' U R2 D R' U2 R D' R' U2 R' U' R,GRE:R' U R U2 R D R' U2 R D' R2 U' R
GES:R U D R' U' R D' R' U R U' R',GSE:R U R' U' R D R' U R U' D' R'
GES:R U D R' U' R D' R' U R U' R',JHS:U' R U D R' U' R D' R' U R U' R' U
GES:R U D R' U' R D' R' U R U' R',JRC:U2 R U D R' U' R D' R' U R U' R' U2
GET:D R U D' R' U' R D R' U R U' R' D',GTE:D R U R' U' R D' R' U R U' D R' D'
GEW:R2 D R2 U R' U' R2 D' R2 U R U',JHW:U' R2 D R2 U R' U' R2 D' R2 U R
GEW:R2 D R2 U R' U' R2 D' R2 U R U',GWE:U R' U' R2 D R2 U R U' R2 D' R2
GEW:R2 D R2 U R' U' R2 D' R2 U R U',GWY:U R U' R2 D R2 U R' U' R2 D' R2
GEX:U2 R' U' R U R' D' R U' R' U D R U2,JZC:R' U' R U R' D' R U' R' U D R
GEX:U2 R' U' R U R' D' R U' R' U D R U2,GXE:U2 R' U' D' R U R' D R U' R' U R U2
GEX:U2 R' U' R U R' D' R U' R' U D R U2,JHX:U R' U' R U R' D' R U' R' U D R U'
GEY:R2 U R2 D R' U' R D' R' U R' U' R2,JSG:R D R' U' R D' R' U
GEY:R2 U R2 D R' U' R D' R' U R' U' R2,GYE:R2 U R U' R D R' U R D' R2 U' R2
GEY:R2 U R2 D R' U' R D' R' U R' U' R2,GYS:D R' U' R D' R' U R
GEZ:R U R D R' U2 R D' R' U R',JSD:U R D R' U2 R D' R' U
GEZ:R U R D R' U2 R D' R' U R',GYF:R' U R D R' U2 R D' R' U R
GEZ:R U R D R' U2 R D' R' U R',GZE:R U' R D R' U2 R D' R' U' R'
GFM:R' D R' D' R U2 R' D R U2 D' R,JDN:D R' D' R U2 R' D R U2 D'
GFM:R' D R' D' R U2 R' D R U2 D' R,GMF:R' U2 D R' D' R U2 R' D R D' R
GFM:R' D R' D' R U2 R' D R U2 D' R,JWX:R U' R' D R' D' R U2 R' D R U2 D' R U R'
GFM:R' D R' D' R U2 R' D R U2 D' R,WQS:B2 R' D R' D' R U2 R' D R U2 D' R B2
GFN:U D R' D' R U' R B' R2 D R D' R B R',GMO:B R' U D R' D' R U' R B' R2 D R D' R
GFN:U D R' D' R U' R B' R2 D R D' R B R',GNF:R B' R' D R' D' R2 B R' U R' D R U' D'
GFN:U D R' D' R U' R B' R2 D R D' R B R',JIN:D R' D' R U' R B' R2 D R D' R B R' U
GFO:R' U' D' R D R' U2 R D' R' U' D R,JDP:U' D' R D R' U2 R D' R' U' D
GFO:R' U' D' R D R' U2 R D' R' U' D R,GFR:D R' U' D' R D R' U2 R D' R' U' D R D'
GFO:R' U' D' R D R' U2 R D' R' U' D R,GOF:R' U D' R D R' U2 R D' R' U D R
GFO:R' U' D' R D R' U2 R D' R' U' D R,JQX:R U' R' U' D' R D R' U2 R D' R' U' D R U R'
GFP:R' U' R D' R' U2 R D R' U' R,JDQ:U' R D' R' U2 R D R' U'
GFP:R' U' R D' R' U2 R D R' U' R,GFS:D R' U' R D' R' U2 R D R' U' R D'
GFP:R' U' R D' R' U2 R D R' U' R,GPF:R' U R D' R' U2 R D R' U R
GFP:R' U' R D' R' U2 R D R' U' R,JIP:U' R' U' R D' R' U2 R D R' U' R U
GFQ:R D' B2 D R' D' R B2 R' D,GFT:D R D' B2 D R' D' R B2 R'
GFQ:R D' B2 D R' D' R B2 R' D,GQF:D' R B2 R' D R D' B2 D R'
GFR:D R' U' D' R D R' U2 R D' R' U' D R D',GRF:D R' U D' R D R' U2 R D' R' U D R D'
GFR:D R' U' D' R D R' U2 R D' R' U' D R D',JDI:R D R' U' D' R D R' U2 R D' R' U' D R D' R'
GFS:D R' U' R D' R' U2 R D R' U' R D',GSF:D R' U R D' R' U2 R D R' U R D'
GFT:D R D' B2 D R' D' R B2 R',GTF:R B2 R' D R D' B2 D R' D'
GFW:R2 D R U2 R' D' R U2 R,JDM:R' D R U2 R' D' R U2
GFW:R2 D R U2 R' D' R U2 R,JIW:U' R2 D R U2 R' D' R U2 R U
GFW:R2 D R U2 R' D' R U2 R,GFX:D' R2 D R U2 R' D' R U2 R D
GFW:R2 D R U2 R' D' R U2 R,GWF:R' U2 R' D R U2 R' D' R2
GFX:D' R2 D R U2 R' D' R U2 R D,JDR:R D' R2 D R U2 R' D' R U2 R D R'
GFX:D' R2 D R U2 R' D' R U2 R D,GXF:D' R' U2 R' D R U2 R' D' R2 D
GFX:D' R2 D R U2 R' D' R U2 R D,JIX:U' D' R2 D R U2 R' D' R U2 R U D
GFY:R' U' R D R' U2 R D' R' U' R,JDS:U' R D R' U2 R D' R' U'
GFY:R' U' R D R' U2 R D' R' U' R,GYF:R' U R D R' U2 R D' R' U R
GFY:R' U' R D R' U2 R D' R' U' R,GZE:R U' R D R' U2 R D' R' U' R'
GFY:R' U' R D R' U2 R D' R' U' R,JDW:R F' R' U' R D R' U2 R D' R' U' R F R'
GFY:R' U' R D R' U2 R D' R' U' R,JIY:U' R' U' R D R' U2 R D' R' U' R U
GFZ:R' U' D R D' R' U2 R D R' U' D' R,JDT:U' D R D' R' U2 R D R' U' D'
GFZ:R' U' D R D' R' U2 R D R' U' D' R,GZF:R' U D R D' R' U2 R D R' U D' R
GFZ:R' U' D R D' R' U2 R D R' U' D' R,JRX:R U' R' U' D R D' R' U2 R D R' U' D' R U R'
GMA:U' R' D R U2 R' D' R U',JNB:R U' R' D R U2 R' D' R U' R'
GMA:U' R' D R U2 R' D' R U',JMD:U2 R' D R U2 R' D' R
GMA:U' R' D R U2 R' D' R U',GYA:U' D' R' D R U2 R' D' R U' D
GMA:U' R' D R U2 R' D' R U',JDM:R' D R U2 R' D' R U2
GMB:R' D R' U' R U R' D' R U' R' U D R D' R,JNC:D R' U' R U R' D' R U' R' U D R D'
GMC:R' U' D R' D' R U R' D R D' R,JNA:U' D R' D' R U R' D R D'
GMD:U2 R' D R U' R' D' R U',JNE:R U2 R' D R U' R' D' R U' R'
GMD:U2 R' D R U' R' D' R U',JMG:U R' D R U' R' D' R
GMD:U2 R' D R U' R' D' R U',GYD:U2 D' R' D R U' R' D' R U' D
GMD:U2 R' D R U' R' D' R U',JAM:R' D R U' R' D' R U
GME:U R' U R U' R' D R U R' U' D' R U',JMH:R' U R U' R' D R U R' U' D' R
GME:U R' U R U' R' D R U R' U' D' R U',JCW:U' R' U R U' R' D R U R' U' D' R U
GMF:R' U2 D R' D' R U2 R' D R D' R,JND:U2 D R' D' R U2 R' D R D'
GMF:R' U2 D R' D' R U2 R' D R D' R,JXW:R U' R' U2 D R' D' R U2 R' D R D' R U R'
GMF:R' U2 D R' D' R U2 R' D R D' R,WSQ:B2 R' U2 D R' D' R U2 R' D R D' R B2
GMO:B R' U D R' D' R U' R B' R2 D R D' R,JIZ:R' D' R U' R B' R2 D R D' R B R' U D
GMO:B R' U D R' D' R U' R B' R2 D R D' R,GOM:R' D R' D' R2 B R' U R' D R U' D' R B'
GMP:R B R' U R' D R U' R' D' R2 B' R',WOS:B R' U R' D R U' R' D' R2 B'
GMP:R B R' U R' D R U' R' D' R2 B' R',GPM:R B R2 D R U R' D' R U' R B' R'
GMP:R B R' U R' D R U' R' D' R2 B' R',JMP:U' R B R' U R' D R U' R' D' R2 B' R' U
GMQ:R D' B D R' D' R B' R' D,GPT:D R D' B D R' D' R B' R'
GMQ:R D' B D R' D' R B' R' D,GQM:D' R B R' D R D' B' D R'
GMQ:R D' B D R' D' R B' R' D,WPS:D' B D R' D' R B' R' D R
GMQ:R D' B D R' D' R B' R' D,WPR:R' U R2 D' B D R' D' R B' R' D R' U' R
GMR:R' U R U D R' D' R U2 R' D R U D' R' U' R,JBW:R U D R' D' R U2 R' D R U D' R'
GMR:R' U R U D R' D' R U2 R' D R U D' R' U' R,GRM:R' U R U' D R' D' R U2 R' D R U' D' R' U' R
GMS:R' U D R' D' R U' R' D R D' R,JNG:U D R' D' R U' R' D R D'
GMS:R' U D R' D' R U' R' D R D' R,WQR:B R' U D R' D' R U' R' D R D' R B'
GMS:R' U D R' D' R U' R' D R D' R,GSM:R' D R' D' R U R' D R U' D' R
GMS:R' U D R' D' R U' R' D R D' R,JZW:R U D R' D' R U' R' D R D' R'
GMT:U' R' U R' D R U R' D' R U2 R U,GTM:U' R' U2 R' D R U' R' D' R U' R U
GMX:R' D R2 D' R' U' R D R' U R' D' R,JNR:D R2 D' R' U' R D R' U R' D'
GMX:R' D R2 D' R' U' R D R' U R' D' R,GXM:R' D R U' R D' R' U R D R2 D' R
GMX:R' D R2 D' R' U' R D R' U R' D' R,JMX:U' R' D R2 D' R' U' R D R' U R' D' R U
GMY:U' D R U2 R' D' R U2 R' U,GYM:U' R U2 R' D R U2 R' U D'
GMZ:R U' R2 D R U R' D' R U' R U R',JSW:U' R2 D R U R' D' R U' R U
GMZ:R U' R2 D R U R' D' R U' R U R',GYT:D' R U' R2 D R U R' D' R U' R U R' D
GMZ:R U' R2 D R U R' D' R U' R U R',GZM:R U' R' U R' D R U' R' D' R2 U R'
GMZ:R U' R2 D R U R' D' R U' R U R',JMZ:U' R U' R2 D R U R' D' R U' R U R' U
GNA:U' D R' D' R U2 R' D R U' D',GZA:U' R' D' R U2 R' D R U'
GNA:U' D R' D' R U2 R' D R U' D',JWB:R U' D R' D' R U2 R' D R U' D' R'
GNA:U' D R' D' R U2 R' D R U' D',JDN:D R' D' R U2 R' D R U2 D'
GNA:U' D R' D' R U2 R' D R U' D',JND:U2 D R' D' R U2 R' D R D'
GNB:U R U2 R' D R U' R' D' R U' R' U',JNE:R U2 R' D R U' R' D' R U' R'
GNC:U' R U D R' D' R U R' D R U2 D' R' U,JEW:R U D R' D' R U R' D R U2 D' R'
GND:U2 D R' D' R U' R' D R U' D',GZD:U2 R' D' R U' R' D R U'
GND:U2 D R' D' R U' R' D R U' D',JWE:R U2 D R' D' R U' R' D R U' D' R'
GND:U2 D R' D' R U' R' D R U' D',JAN:D R' D' R U' R' D R U D'
GND:U2 D R' D' R U' R' D R U' D',JNG:U D R' D' R U' R' D R D'
GNE:U2 R' U' D R U R' D' R U' R' U R U2,JCM:R' U' D R U R' D' R U' R' U R
GNF:R B' R' D R' D' R2 B R' U R' D R U' D',JZI:U' D' R B' R' D R' D' R2 B R' U R' D R
GNF:R B' R' D R' D' R2 B R' U R' D R U' D',JNI:U' R B' R' D R' D' R2 B R' U R' D R D'
GNF:R B' R' D R' D' R2 B R' U R' D R U' D',GOM:R' D R' D' R2 B R' U R' D R U' D' R B'
GNO:U' R B' R' U2 R' D R U2 R' D' R2 B R' U,GON:U' R B' R2 D R U2 R' D' R U2 R B R' U
GNP:R B R' U D R' D' R U' R' D R D' R B' R',WQR:B R' U D R' D' R U' R' D R D' R B'
GNP:R B R' U D R' D' R U' R' D R D' R B' R',GPN:R B R' D R' D' R U R' D R U' D' R B' R'
GNQ:U R' F' R2 D' R' U' R D R' U R' F R U',JNQ:R' F' R2 D' R' U' R D R' U R' F R
GNQ:U R' F' R2 D' R' U' R D R' U R' F R U',GQN:U R' F' R U' R D' R' U R D R2 F R U'
GNQ:U R' F' R2 D' R' U' R D R' U R' F R U',WOR:R' U R' F' R2 D' R' U' R D R' U R' F R U' R
GNR:U D R2 D' R' U' R D R' U R' U' D',GZO:U R2 D' R' U' R D R' U R' U'
GNR:U D R2 D' R' U' R D R' U R' U' D',GRN:U D R U' R D' R' U R D R2 U' D'
GNR:U D R2 D' R' U' R D R' U R' U' D',JNR:D R2 D' R' U' R D R' U R' D'
GNR:U D R2 D' R' U' R D R' U R' U' D',XSM:R' U D R2 D' R' U' R D R' U R' U' D' R
GNS:U R' F' R2 D R' U' R D' R' U R' F R U',JNS:R' F' R2 D R' U' R D' R' U R' F R
GNS:U R' F' R2 D R' U' R D' R' U R' F R U',GSN:U R' F' R U' R D R' U R D' R2 F R U'
GNT:D R U' D' R' U' R D R' U R U R' D',GZQ:R U' D' R' U' R D R' U R U R'
GNT:D R U' D' R' U' R D R' U R U R' D',GTN:D R U' R' U' R D' R' U R U D R' D'
GNX:U R U' R2 D R U2 R' D' R U2 R U R' U',JNX:R U' R2 D R U2 R' D' R U2 R U R'
GNX:U R U' R2 D R U2 R' D' R U2 R U R' U',GXN:U R U' R' U2 R' D R U2 R' D' R2 U R' U'
GNY:U' R D R' D' R U2 R' D R U2 D' R' U,GYN:U' R U2 D R' D' R U2 R' D R D' R' U
GNZ:U D R U R' D' R U' R' U',JNZ:D R U R' D' R U' R'
GNZ:U D R U R' D' R U' R' U',GZN:U R U R' D R U' R' U' D'
GNZ:U D R U R' D' R U' R' U',JSM:R' U D R U R' D' R U' R' U' R
GOA:R' B R U' R' D' R U2 R' D R U' R' B' R,JTB:R U' R' D' R U2 R' D R U' R'
GOB:U R U R D' R' U' R D R2 U',JOE:R U R D' R' U' R D R2
GOB:U R U R D' R' U' R D R2 U',GRB:U D R U R D' R' U' R D R2 U' D'
GOC:R' U2 D' R D R' U R D' R' U D R,JPA:U2 D' R D R' U R D' R' U D
GOC:R' U2 D' R D R' U R D' R' U D R,GRC:D R' U2 D' R D R' U R D' R' U D R D'
GOC:R' U2 D' R D R' U R D' R' U D R,JEP:U R' U2 D' R D R' U R D' R' U D R U'
GOD:R2 B' R' U R D R' U2 R D' R' U R B R2,GYF:R' U R D R' U2 R D' R' U R
GOE:U R U' D' R' U R D R' U' R U R' U',JOH:R U' D' R' U R D R' U' R U R'
GOE:U R U' D' R' U R D R' U' R U R' U',JCQ:U' R U' D' R' U R D R' U' R U R' U
GOF:R' U D' R D R' U2 R D' R' U D R,JPD:U D' R D R' U2 R D' R' U D
GOF:R' U D' R D R' U2 R D' R' U D R,GRF:D R' U D' R D R' U2 R D' R' U D R D'
GOF:R' U D' R D R' U2 R D' R' U D R,JXQ:R U' R' U D' R D R' U2 R D' R' U D R U R'
GOM:R' D R' D' R2 B R' U R' D R U' D' R B',JZI:U' D' R B' R' D R' D' R2 B R' U R' D R
GOR:R' U R D' R D R' U2 R D' R' U2 D R' U' R,JBQ:R D' R D R' U2 R D' R' U2 D R'
GOR:R' U R D' R D R' U2 R D' R' U2 D R' U' R,GRO:R' U R U2 D' R D R' U2 R D' R' D R' U' R
GOS:R' D' R D R' U' R D' R' U D R,JPG:D' R D R' U' R D' R' U D
GOS:R' D' R D R' U' R D' R' U D R,GSO:R' U' D' R D R' U R D' R' D R
GOS:R' D' R D R' U' R D' R' U D R,JZQ:R D' R D R' U' R D' R' U D R'
GOT:R' U R2 D' R2 U' R U R2 D R2 U',JOT:U' R' U R2 D' R2 U' R U R2 D R2
GOT:R' U R2 D' R2 U' R U R2 D R2 U',GTO:U R2 D' R2 U' R' U R2 D R2 U' R
GOT:R' U R2 D' R2 U' R U R2 D R2 U',JPH:U R2 D' R2 U' R U R2 D R2 U' R'
GOT:R' U R2 D' R2 U' R U R2 D R2 U',XTO:R2 U R2 D' R2 U' R U R2 D R2 U' R
GOW:R' F' R U' R D' R' U' R D R' U2 R' F R,GWO:R' F' R U2 R D' R' U R D R' U R' F R
GOW:R' F' R U' R D' R' U' R D R' U2 R' F R,WTO:R2 F' R U' R D' R' U' R D R' U2 R' F R2
GOX:U' R B' R2 D' R U2 R' D R U2 R B R' U,GXO:U' R B' R' U2 R' D' R U2 R' D R2 B R' U
GOY:U R2 U' R' U R D' R' U' R U D R2 U',JOY:R2 U' R' U R D' R' U' R U D R2
GOY:U R2 U' R' U R D' R' U' R U D R2 U',GYO:U R2 U' D' R' U R D R' U' R U R2 U'
GOZ:U R U' R D' R' U R D R2 U',JOZ:R U' R D' R' U R D R2
GOZ:U R U' R D' R' U R D R2 U',GRN:U D R U' R D' R' U R D R2 U' D'
GOZ:U R U' R D' R' U R D R2 U',JSQ:R' U R U' R D' R' U R D R2 U' R
GOZ:U R U' R D' R' U R D R2 U',GZO:U R2 D' R' U' R D R' U R' U'
GPA:U2 D' R D R' U2 R D' R' D,JQB:R U2 D' R D R' U2 R D' R' D R'
GPA:U2 D' R D R' U2 R D' R' D,GSA:U2 R D R' U2 R D' R'
GPA:U2 D' R D R' U2 R D' R' D,JDP:U' D' R D R' U2 R D' R' U' D
GPA:U2 D' R D R' U2 R D' R' D,JPD:U D' R D R' U2 R D' R' U D
GPC:R' U2 R D' R' U R D R' U R,JQA:U2 R D' R' U R D R' U
GPC:R' U2 R D' R' U R D R' U R,JPF:U' R' U2 R D' R' U R D R' U R U
GPC:R' U2 R D' R' U R D R' U R,GSC:D R' U2 R D' R' U R D R' U R D'
GPD:U D' R D R' U' R D' R' D,JQE:R U D' R D R' U' R D' R' D R'
GPD:U D' R D R' U' R D' R' D,GSD:U R D R' U' R D' R'
GPD:U D' R D R' U' R D' R' D,JAP:U' D' R D R' U' R D' R' U2 D
GPD:U D' R D R' U' R D' R' D,JPG:D' R D R' U' R D' R' U D
GPE:D' R U R' U' R D R' U R U' D' R' D,GSE:R U R' U' R D R' U R U' D' R'
GPE:D' R U R' U' R D R' U R U' D' R' D,JQF:R D' R U R' U' R D R' U R U' D' R' D R'
GPF:R' U R D' R' U2 R D R' U R,JQD:U R D' R' U2 R D R' U
GPF:R' U R D' R' U2 R D R' U R,GSF:D R' U R D' R' U2 R D R' U R D'
GPF:R' U R D' R' U2 R D R' U R,JPI:U' R' U R D' R' U2 R D R' U R U
GPM:R B R2 D R U R' D' R U' R B' R',WSO:B R2 D R U R' D' R U' R B'
GPM:R B R2 D R U R' D' R U' R B' R',JPM:U' R B R2 D R U R' D' R U' R B' R' U
GPN:R B R' D R' D' R U R' D R U' D' R B' R',WRQ:B R' D R' D' R U R' D R U' D' R B'
GPR:R' U R2 D' R' U2 R D R' U2 R' U' R,JQI:U R2 D' R' U2 R D R' U2 R' U'
GPR:R' U R2 D' R' U2 R D R' U2 R' U' R,GRP:R' U R U2 R D' R' U2 R D R2 U' R
GPR:R' U R2 D' R' U2 R D R' U2 R' U' R,JPR:U' R' U R2 D' R' U2 R D R' U2 R' U' R U
GPS:D' R' U' R D R' U R,JQG:R D' R' U' R D R' U
GPS:D' R' U' R D R' U R,JZO:R2 D' R' U' R D R' U R'
GPS:D' R' U' R D R' U R,JPS:U' D' R' U' R D R' U R U
GPS:D' R' U' R D R' U R,GSP:R' U' R D' R' U R D
GPS:D' R' U' R D R' U R,GSY:R' U' R D R' U R D'
GPS:D' R' U' R D R' U R,JFH:R B' D' R' U' R D R' U R B R'
GPT:D R D' B D R' D' R B' R',XTP:R' D R D' B D R' D' R B'
GPT:D R D' B D R' D' R B' R',GTP:R B R' D R D' B' D R' D'
GPW:R D' R' D R D' B D R' D' R B' D R',XTP:R' D R D' B D R' D' R B'
GPW:R D' R' D R D' B D R' D' R B' D R',GWP:R D' B R' D R D' B' D R' D' R D R'
GPX:D' R2 D R U R' D' R U' R D,JQR:R D' R2 D R U R' D' R U' R D R'
GPX:D' R2 D R U R' D' R U' R D,GSW:R2 D R U R' D' R U' R
